tag	bridge	console	kprobe	attempt	rc	nres	errno1	signal1	c1_total	c1_uniq	c1_hypRAW	c1_hypUNQ	c1_brRAW	c1_brUNQ	c1_uartRAW	c1_uartUNQ	c1_bad	c0_total	c0_uniq	c0_hypRAW	c0_hypUNQ	c0_brRAW	c0_brUNQ	c0_uartRAW	c0_uartUNQ	c0_bad	faults	ret_nonzero	overflow	skip	warn	printk
r1-off-loud-kpoff	off	loud	off	1	0	1	0	8640	229661 5876 0 0 156 2 0 0 0	1235 702 0 0 0 0 0 0 0	NA	NA	0	0	0	NA/7413
r1-on-loud-kpoff	on	loud	off	1	0	1	0	5397	524287 4642 1022 87 7173 17 438954 18 0	1235 702 0 0 0 0 0 0 0	NA	NA	4	0	0	NA/7413
r1-off-quiet-kpoff	off	quiet	off	1	0	1	0	8648	229760 5876 0 0 156 2 0 0 0	1267 715 0 0 0 0 0 0 0	NA	NA	0	0	0	7413/7413
r1-on-quiet-kpoff	on	quiet	off	1	0	1	0	9960	450865 6246 27055 132 190165 18 0 0 0	1235 702 0 0 0 0 0 0 0	NA	NA	4	0	0	7413/7413
r1-off-loud-kpon	off	loud	on	1	0	1	0	10779	263276 6203 0 0 156 2 0 0 0	1412 726 0 0 0 0 0 0 0	78	0	0	0	0	NA/7413
r1-on-loud-kpon	on	loud	on	1	0	1	0	5752	524287 4933 1022 87 7173 17 437710 18 0	1234 701 0 0 0 0 0 0 0	78	0	4	0	0	NA/7413
r1-off-quiet-kpon	off	quiet	on	1	0	1	0	10706	263644 6203 0 0 156 2 0 0 0	1234 701 0 0 0 0 0 0 0	78	0	0	0	0	7413/7413
r1-on-quiet-kpon	on	quiet	on	1	0	1	0	12461	476542 6588 26063 132 183221 18 0 0 0	1235 702 0 0 0 0 0 0 0	78	0	4	0	0	7413/7413
r2-on-loud-kpoff	on	loud	off	1	0	1	0	5388	524287 4644 1022 87 7173 17 439132 18 0	1235 702 0 0 0 0 0 0 0	NA	NA	4	0	0	NA/7413
r2-off-quiet-kpoff	off	quiet	off	1	0	1	0	8628	229659 5879 0 0 156 2 0 0 0	1234 701 0 0 0 0 0 0 0	NA	NA	0	0	0	7413/7413
r2-on-quiet-kpoff	on	quiet	off	1	0	1	0	9899	444401 6207 26367 132 185349 18 0 0 0	1235 702 0 0 0 0 0 0 0	NA	NA	4	0	0	7413/7413
r2-off-loud-kpon	off	loud	on	1	0	1	0	10682	263423 6198 0 0 156 2 0 0 0	1235 702 0 0 0 0 0 0 0	78	0	0	0	0	NA/7413
r2-on-loud-kpon	on	loud	on	1	0	1	0	5725	524287 4931 1022 86 7173 17 438511 18 0	1234 701 0 0 0 0 0 0 0	78	0	4	0	0	NA/7413
r2-off-quiet-kpon	off	quiet	on	1	0	1	0	10642	263746 6167 0 0 156 2 0 0 0	1234 701 0 0 0 0 0 0 0	78	0	0	0	0	7413/7413
r2-on-quiet-kpon	on	quiet	on	1	0	1	0	12198	482205 6540 26753 132 188051 18 0 0 0	1235 702 0 0 0 0 0 0 0	78	0	4	0	0	7413/7413
r2-off-loud-kpoff	off	loud	off	1	0	1	0	8560	229588 5832 0 0 156 2 0 0 0	1235 702 0 0 0 0 0 0 0	NA	NA	0	0	0	NA/7413
r3-off-quiet-kpoff	off	quiet	off	1	0	1	0	8645	231907 5892 0 0 156 2 0 0 0	1235 702 0 0 0 0 0 0 0	NA	NA	0	0	0	7413/7413
r3-on-quiet-kpoff	on	quiet	off	1	0	1	0	9887	442909 6208 26167 132 183949 18 0 0 0	1234 701 0 0 0 0 0 0 0	NA	NA	4	0	0	7413/7413
r3-off-loud-kpon	off	loud	on	1	0	1	0	10731	263013 6184 0 0 156 2 0 0 0	1259 724 0 0 0 0 0 0 0	78	0	0	0	0	NA/7413
r3-on-loud-kpon	on	loud	on	1	0	1	0	5736	524287 4927 1022 87 7173 17 438348 18 0	1235 702 0 0 0 0 0 0 0	78	0	4	0	0	NA/7413
r3-off-quiet-kpon	off	quiet	on	1	0	1	0	10706	263525 6160 0 0 156 2 0 0 0	1235 702 0 0 0 0 0 0 0	78	0	0	0	0	7413/7413
r3-on-quiet-kpon	on	quiet	on	1	0	1	0	12533	482221 6591 26753 132 188051 18 0 0 0	1241 708 0 0 0 0 0 0 0	78	0	4	0	0	7413/7413
r3-off-loud-kpoff	off	loud	off	1	0	1	0	8544	228997 5833 0 0 156 2 0 0 0	1235 702 0 0 0 0 0 0 0	NA	NA	0	0	0	NA/7413
r3-on-loud-kpoff	on	loud	off	1	0	1	0	5390	524287 4644 1022 87 7173 17 438991 18 0	1234 701 0 0 0 0 0 0 0	NA	NA	4	0	0	NA/7413
